is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,reserved_room_type,assigned_room_type,booking_changes
1,0,2015,December,52,25,0,1,A,A,0
1,0,2015,December,52,25,0,1,E,F,0
1,0,2015,December,52,25,0,1,H,H,1
1,0,2015,December,52,25,0,1,A,A,0
1,0,2015,December,52,25,0,1,A,A,0
1,0,2015,December,52,25,0,1,A,A,0
1,0,2015,December,52,25,0,1,A,A,0
1,0,2015,December,52,25,0,1,A,A,0
0,55,2015,December,52,25,1,2,A,A,0
1,56,2015,December,52,25,1,2,A,A,0
1,56,2015,December,52,25,1,2,A,A,0
1,56,2015,December,52,25,1,2,A,A,0
0,55,2015,December,52,25,1,2,A,A,0
0,55,2015,December,52,25,1,2,A,A,0
0,45,2015,December,52,25,2,3,A,A,0
1,130,2015,December,52,26,2,2,A,A,0
0,93,2015,December,52,26,2,3,A,A,1
0,112,2015,December,52,26,2,4,G,G,0
1,107,2015,December,52,26,2,4,C,C,0
0,114,2015,December,52,26,2,4,D,D,1
1,238,2015,December,52,26,2,5,E,E,1
1,89,2015,December,52,26,2,3,A,A,0
1,215,2015,December,52,26,2,5,A,A,0
1,59,2015,December,52,26,2,6,A,A,1
0,129,2015,December,52,26,4,6,E,E,0
0,62,2015,December,53,27,2,0,A,A,0
1,31,2015,December,53,27,2,0,A,A,1
0,62,2015,December,53,27,2,0,A,A,0
1,27,2015,December,53,27,2,2,F,F,0
1,83,2015,December,53,27,2,3,E,E,0
1,133,2015,December,53,28,1,1,A,A,0
1,49,2015,December,53,28,1,1,A,D,0
1,3,2015,December,53,28,1,1,A,A,0
1,49,2015,December,53,28,1,1,A,D,0
1,49,2015,December,53,28,1,1,A,A,0
1,126,2015,December,53,28,1,2,A,A,0
1,77,2015,December,53,28,1,3,H,H,0
0,90,2015,December,53,28,1,4,E,E,0
1,105,2015,December,53,28,1,4,H,H,0
0,81,2015,December,53,28,1,5,A,A,1
0,81,2015,December,53,28,1,5,A,A,1
0,118,2015,December,53,28,2,5,G,G,0
1,76,2015,December,53,28,3,8,A,A,0
0,101,2015,December,53,28,4,10,E,E,0
1,66,2015,December,53,28,1,3,D,D,0
0,49,2015,December,53,28,1,3,D,D,0
0,53,2015,December,53,28,1,3,E,E,0
1,75,2015,December,53,29,0,4,A,A,0
0,94,2015,December,53,29,2,7,E,E,0
1,160,2015,December,53,29,2,8,D,D,1
0,76,2015,December,53,30,0,3,A,D,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,C,0
0,165,2015,December,53,30,0,4,A,D,0
0,65,2015,December,53,30,0,4,E,E,0
0,165,2015,December,53,30,0,4,A,C,0
0,165,2015,December,53,30,0,4,A,C,0
0,165,2015,December,53,30,0,4,A,A,1
1,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,1
0,165,2015,December,53,30,0,4,A,E,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,1
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,2
1,54,2015,December,53,30,0,4,D,D,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,C,0
0,165,2015,December,53,30,0,4,A,A,1
0,165,2015,December,53,30,0,4,A,A,1
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,C,0
0,165,2015,December,53,30,0,4,A,C,1
0,165,2015,December,53,30,0,4,A,A,0
0,65,2015,December,53,30,0,4,E,E,0
1,9,2015,December,53,30,1,4,A,A,0
0,165,2015,December,53,30,1,4,A,A,1
1,9,2015,December,53,30,1,4,A,A,0
0,53,2015,December,53,30,0,3,C,C,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,E,0
0,165,2015,December,53,30,0,4,A,C,1
1,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,C,0
0,165,2015,December,53,30,0,4,A,D,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,0
0,165,2015,December,53,30,0,4,A,A,3
0,165,2015,December,53,30,0,4,A,B,0
0,165,2015,December,53,30,0,4,A,C,0
0,165,2015,December,53,30,0,4,A,D,0
0,165,2015,December,53,30,0,4,A,A,5
0,165,2015,December,53,30,0,4,A,A,1
1,55,2015,December,53,30,0,4,H,H,0
0,165,2015,December,53,30,2,4,A,C,1
1,41,2015,December,53,30,2,5,D,D,0
1,85,2015,December,53,31,0,1,H,H,1
1,43,2015,December,53,31,0,1,D,D,0
0,52,2015,December,53,31,0,1,E,F,1
1,66,2015,December,53,31,0,2,F,F,0
0,86,2015,December,53,31,0,2,A,A,3
1,114,2015,December,53,31,0,2,E,E,0
0,90,2015,December,53,31,0,2,A,A,0
0,161,2015,December,53,31,0,2,G,G,1
1,161,2015,December,53,31,0,2,G,G,0
0,86,2015,December,53,31,0,2,A,D,1
0,69,2015,December,53,31,0,3,D,D,0
1,62,2015,December,53,31,0,3,E,E,0
0,141,2015,December,53,31,0,3,D,D,1
0,72,2015,December,53,31,0,3,A,A,0
1,101,2015,December,53,31,0,3,E,E,0
1,66,2015,December,53,31,0,3,D,D,0
1,69,2015,December,53,31,0,3,D,D,0
1,55,2015,December,53,31,0,3,C,C,0
1,45,2015,December,53,31,0,3,D,D,0
0,69,2015,December,53,31,0,3,D,D,0
1,49,2015,December,53,31,0,3,D,D,0
0,79,2015,December,53,31,0,3,E,E,0
0,69,2015,December,53,31,0,3,D,D,0
0,70,2015,December,53,31,0,3,D,D,0
0,92,2015,December,53,31,2,5,A,A,0
0,92,2015,December,53,31,2,5,A,A,0
0,92,2015,December,53,31,2,5,A,A,0
1,92,2015,December,53,31,2,6,E,E,1
0,109,2016,January,1,1,0,1,A,D,0
0,109,2016,January,1,1,0,1,H,H,0
1,2,2016,January,1,1,0,1,D,D,0
0,88,2016,January,1,1,0,2,A,D,0
1,20,2016,January,1,1,0,2,G,G,0
1,76,2016,January,1,1,1,2,A,A,0
0,88,2016,January,1,1,0,2,A,D,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
1,113,2016,January,1,2,0,1,A,A,0
0,110,2016,January,1,2,2,5,D,E,0
1,103,2016,January,2,3,2,3,A,A,0
1,22,2016,January,2,3,2,4,E,E,0
1,0,2016,January,2,4,1,1,A,A,0
1,3,2016,January,2,4,1,2,E,E,0
1,5,2016,January,2,4,1,3,A,A,0
1,5,2016,January,2,4,1,3,A,A,0
1,5,2016,January,2,4,1,3,A,A,0
1,5,2016,January,2,4,1,3,A,A,0
1,5,2016,January,2,4,1,3,A,A,0
1,20,2016,January,2,4,1,4,E,E,0
1,62,2016,January,2,4,1,4,E,E,0
1,189,2016,January,2,5,0,5,A,A,0
1,132,2016,January,2,5,0,3,A,A,0
1,13,2016,January,2,5,8,20,A,A,0
0,86,2016,January,2,6,0,1,A,A,0
0,187,2016,January,2,6,0,4,D,D,0
0,85,2016,January,2,6,0,4,D,D,2
1,93,2016,January,2,6,2,6,E,E,0
1,93,2016,January,2,6,2,6,G,G,0
1,0,2016,January,2,7,0,1,A,A,0
1,143,2016,January,2,7,1,3,A,A,0
1,223,2016,January,2,7,2,5,A,A,0
1,117,2016,January,2,7,2,5,A,A,0
1,13,2016,January,2,8,0,2,A,A,0
1,24,2016,January,2,8,0,2,A,A,1
1,2,2016,January,2,8,0,2,A,D,0
0,59,2016,January,2,8,0,2,A,A,0
1,6,2016,January,2,8,0,2,E,E,0
1,11,2016,January,2,8,1,2,A,A,0
1,19,2016,January,2,8,1,2,E,E,0
1,19,2016,January,2,8,1,2,A,A,0
0,74,2016,January,2,8,2,2,D,D,0
0,169,2016,January,2,8,2,3,E,E,0
1,200,2016,January,2,8,8,20,E,E,0
1,1,2016,January,2,9,0,1,A,A,0
1,28,2016,January,2,9,0,1,D,D,0
1,1,2016,January,2,9,0,1,A,A,0
1,28,2016,January,2,9,0,1,D,D,0
1,110,2016,January,2,9,2,1,A,A,0
1,15,2016,January,2,9,2,5,A,A,0
1,103,2016,January,2,9,2,6,G,G,0
0,87,2016,January,2,9,4,10,A,A,0
1,177,2016,January,3,10,2,4,A,A,0
1,6,2016,January,3,10,2,3,A,A,0
1,8,2016,January,3,12,0,2,A,D,0
1,99,2016,January,3,12,2,10,D,D,0
1,99,2016,January,3,12,2,10,D,D,0
0,172,2016,January,3,12,8,20,A,A,0
1,284,2016,January,3,12,8,20,A,A,0
1,122,2016,January,3,12,12,30,A,A,0
0,0,2016,January,3,13,0,0,D,I,0
1,15,2016,January,3,13,0,4,A,A,0
1,15,2016,January,3,13,0,4,A,A,0
1,15,2016,January,3,13,0,4,A,A,0
0,23,2016,January,3,14,0,1,E,E,0
1,0,2016,January,3,15,0,1,A,D,0
1,34,2016,January,3,15,0,2,D,D,0
1,1,2016,January,3,16,0,1,E,E,0
1,7,2016,January,3,16,2,5,D,D,0
1,172,2016,January,4,17,3,5,A,A,0
1,172,2016,January,4,17,3,5,A,A,0
1,12,2016,January,4,18,1,0,F,F,0
1,31,2016,January,4,18,1,2,D,D,0
1,3,2016,January,4,19,0,1,A,A,0
1,3,2016,January,4,21,0,1,A,E,0
1,34,2016,January,4,21,0,3,D,D,0
1,26,2016,January,4,21,0,3,D,D,0
1,3,2016,January,4,22,0,1,A,D,0
0,101,2016,January,4,22,0,2,E,E,0
1,3,2016,January,4,22,0,1,A,D,0
1,3,2016,January,4,22,0,2,E,E,0
1,13,2016,January,4,22,2,4,D,D,0
1,11,2016,January,4,23,0,1,A,D,0
1,1,2016,January,4,23,0,1,E,F,0
1,173,2016,January,5,25,1,0,A,A,0
1,14,2016,January,5,25,1,2,E,E,0
0,160,2016,January,5,25,1,3,E,E,0
0,154,2016,January,5,26,0,1,A,D,0
1,4,2016,January,5,26,0,1,A,A,0
0,214,2016,January,5,26,12,30,D,D,0
0,154,2016,January,5,26,0,1,A,D,0
1,5,2016,January,5,27,0,1,A,D,0
1,16,2016,January,5,27,0,2,A,A,0
1,2,2016,January,5,28,0,1,A,A,0
1,80,2016,January,5,28,0,2,A,A,0
1,33,2016,January,5,28,0,3,A,A,0
1,33,2016,January,5,28,0,3,A,A,0
1,185,2016,January,5,28,2,3,A,A,0
0,1,2016,January,5,29,0,1,G,G,0
1,48,2016,January,5,29,0,2,A,A,0
1,157,2016,January,5,29,2,5,F,F,0
1,15,2016,January,5,30,0,1,A,A,0
1,22,2016,January,6,31,2,2,E,E,0
1,3,2016,February,6,1,1,0,A,D,0
1,3,2016,February,6,1,1,0,A,D,0
0,0,2016,February,6,1,1,0,A,D,0
1,13,2016,February,6,1,1,0,E,E,1
1,11,2016,February,6,1,1,3,A,D,0
1,28,2016,February,6,1,1,3,D,D,0
0,101,2016,February,6,1,2,5,A,A,0
1,202,2016,February,6,2,0,3,A,A,1
1,133,2016,February,6,2,5,15,A,A,0
1,4,2016,February,6,3,0,2,E,E,0
0,116,2016,February,6,3,0,4,F,F,0
1,100,2016,February,6,3,0,4,F,F,0
0,97,2016,February,6,3,0,4,F,F,0
1,39,2016,February,6,3,2,5,A,A,0
1,46,2016,February,6,3,7,19,A,A,0
1,46,2016,February,6,3,7,19,A,A,1
1,20,2016,February,6,4,0,1,A,A,0
1,142,2016,February,6,4,0,3,E,E,0
1,17,2016,February,6,4,0,3,A,A,0
1,26,2016,February,6,4,1,3,G,G,0
1,83,2016,February,6,4,1,3,G,G,0
1,99,2016,February,6,4,4,8,A,A,0
1,13,2016,February,6,5,0,2,A,A,0
1,2,2016,February,6,5,0,2,A,C,0
1,18,2016,February,6,5,1,2,A,D,1
0,88,2016,February,6,5,2,2,A,D,0
0,88,2016,February,6,5,2,2,A,D,0
1,18,2016,February,6,5,2,5,A,A,0
1,18,2016,February,6,5,2,5,A,A,0
0,211,2016,February,6,5,2,6,E,E,1
1,29,2016,February,6,6,2,1,A,A,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,12,2016,February,6,6,2,1,C,C,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,22,2016,February,6,6,2,1,H,H,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,72,2016,February,6,6,2,1,D,D,0
1,155,2016,February,6,6,2,2,A,A,1
0,94,2016,February,6,6,2,2,A,A,0
0,94,2016,February,6,6,2,2,A,A,0
1,81,2016,February,6,6,2,5,A,A,0
0,168,2016,February,6,6,2,5,E,E,0
1,120,2016,February,6,6,4,6,E,E,0
1,8,2016,February,6,6,4,10,A,A,0
1,4,2016,February,7,7,2,1,A,A,0
1,111,2016,February,7,8,1,0,D,D,0
0,143,2016,February,7,8,1,1,D,D,0
0,143,2016,February,7,8,1,1,D,D,0
1,102,2016,February,7,8,1,2,A,A,0
1,102,2016,February,7,8,1,2,A,A,0
1,102,2016,February,7,8,1,2,A,A,0
1,102,2016,February,7,8,1,2,A,A,0
1,102,2016,February,7,8,1,2,A,A,0
1,102,2016,February,7,8,1,2,A,A,0
1,5,2016,February,7,8,1,3,G,G,0
0,117,2016,February,7,8,1,3,D,D,0
0,152,2016,February,7,8,1,3,D,G,1
1,32,2016,February,7,8,1,4,E,E,0
0,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
1,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
0,103,2016,February,7,9,0,2,A,A,0
1,312,2016,February,7,9,4,10,A,A,0
0,2,2016,February,7,10,0,1,A,D,0
0,103,2016,February,7,10,0,2,E,E,0
0,103,2016,February,7,10,0,3,E,E,0
1,39,2016,February,7,10,1,4,A,A,0
1,39,2016,February,7,10,1,4,A,A,0
0,103,2016,February,7,10,2,4,A,D,0
1,7,2016,February,7,11,0,1,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,27,2016,February,7,11,0,3,H,H,1
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
0,230,2016,February,7,11,2,3,E,E,0
1,0,2016,February,7,11,2,3,E,E,0
1,64,2016,February,7,11,1,3,A,A,0
1,64,2016,February,7,11,1,3,A,A,0
1,2,2016,February,7,12,0,1,D,D,0
1,88,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,C,1
0,112,2016,February,7,12,0,2,A,A,1
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,35,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,1
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,88,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,151,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,88,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,C,1
0,112,2016,February,7,12,0,2,A,A,1
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,25,2016,February,7,12,0,2,D,D,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,88,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
1,111,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,A,0
0,112,2016,February,7,12,0,2,A,C,1
0,112,2016,February,7,12,0,2,A,A,1
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,112,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,140,2016,February,7,12,0,2,A,A,0
1,7,2016,February,7,12,1,2,A,A,0
1,47,2016,February,7,12,1,2,A,A,0
0,230,2016,February,7,12,1,2,D,D,0
1,32,2016,February,7,13,0,1,F,F,0
1,1,2016,February,7,13,0,1,A,E,0
1,0,2016,February,7,13,0,1,G,G,0
1,38,2016,February,7,13,0,1,A,A,0
1,25,2016,February,7,13,0,1,A,D,0
1,14,2016,February,7,13,1,1,E,E,0
0,203,2016,February,7,13,2,5,A,A,0
0,101,2016,February,7,13,2,5,D,D,0
1,161,2016,February,7,13,6,15,G,G,0
1,20,2016,February,8,14,1,0,A,A,0
0,103,2016,February,8,14,1,0,A,D,0
1,3,2016,February,8,14,1,0,A,D,0
1,4,2016,February,8,14,1,0,A,D,0
1,18,2016,February,8,14,2,1,A,A,0
1,41,2016,February,8,14,2,2,D,D,0
1,46,2016,February,8,14,2,2,A,A,0
1,41,2016,February,8,14,2,2,H,H,0
1,72,2016,February,8,14,2,2,H,H,0
1,109,2016,February,8,14,2,2,D,D,0
0,117,2016,February,8,14,2,4,A,C,1
1,0,2016,February,8,15,0,0,P,P,0
1,200,2016,February,8,15,1,0,A,A,0
0,133,2016,February,8,15,1,1,A,A,0
0,133,2016,February,8,15,1,1,A,A,0
1,41,2016,February,8,15,1,3,G,G,0
1,192,2016,February,8,15,1,5,E,E,0
0,192,2016,February,8,15,1,5,E,E,0
0,188,2016,February,8,15,1,5,G,G,1
1,38,2016,February,8,15,2,5,D,D,0
1,118,2016,February,8,15,3,6,A,A,0
0,232,2016,February,8,16,2,6,E,E,0
0,99,2016,February,8,16,2,7,D,D,0
0,131,2016,February,8,17,0,2,E,F,0
1,53,2016,February,8,17,0,4,G,G,0
1,72,2016,February,8,17,0,3,E,E,0
1,44,2016,February,8,17,2,6,A,A,0
1,33,2016,February,8,18,0,1,H,H,0
1,14,2016,February,8,19,0,2,F,F,0
1,69,2016,February,8,19,0,2,E,E,0
1,21,2016,February,8,19,0,2,A,D,0
1,35,2016,February,8,19,0,2,E,E,0
1,2,2016,February,8,19,0,2,A,D,0
1,34,2016,February,8,19,2,3,A,C,1
0,150,2016,February,8,19,2,5,A,A,0
0,172,2016,February,8,19,2,5,E,E,0
0,150,2016,February,8,19,2,5,A,A,0
1,10,2016,February,8,19,0,2,A,A,0
1,29,2016,February,8,20,0,1,A,A,1
1,1,2016,February,8,20,0,1,E,E,0
1,5,2016,February,8,20,0,1,A,D,0
1,26,2016,February,8,20,0,1,A,A,0
1,100,2016,February,8,20,2,1,D,D,0
0,100,2016,February,8,20,2,1,D,D,0
1,55,2016,February,8,20,2,5,D,D,0
0,108,2016,February,8,20,4,10,E,E,0
0,108,2016,February,8,20,4,10,E,E,0
1,31,2016,February,9,21,2,1,D,D,0
1,38,2016,February,9,21,2,3,H,H,0
1,11,2016,February,9,21,2,4,H,H,1
1,85,2016,February,9,21,2,5,D,D,0
1,3,2016,February,9,22,1,0,E,E,0
1,24,2016,February,9,22,1,1,A,A,0
1,24,2016,February,9,22,1,1,A,A,0
0,187,2016,February,9,22,1,4,E,E,0
0,117,2016,February,9,22,3,7,A,A,0
0,117,2016,February,9,22,3,7,A,A,0
1,78,2016,February,9,23,0,3,E,E,0
1,45,2016,February,9,23,0,3,G,G,0
1,8,2016,February,9,24,0,1,A,D,0
1,9,2016,February,9,24,0,2,G,G,1
1,26,2016,February,9,24,0,4,A,A,0
1,1,2016,February,9,25,0,2,A,C,0
1,1,2016,February,9,25,0,2,A,C,0
1,16,2016,February,9,25,1,3,A,A,0
1,44,2016,February,9,25,2,7,G,G,0
0,709,2016,February,9,25,8,20,E,E,2
1,73,2016,February,9,26,0,1,A,A,0
1,73,2016,February,9,26,0,1,A,A,0
1,24,2016,February,9,26,0,2,G,G,0
1,36,2016,February,9,26,1,2,A,A,0
1,50,2016,February,9,26,1,2,G,G,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,30,2016,February,9,26,1,2,A,A,0
1,45,2016,February,9,26,1,2,E,E,1
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
1,74,2016,February,9,26,1,2,A,A,0
